-4.963,6.088
8.941,0.218
-8.251,5.133
10.044,3.051
-1.355,4.007
10.172,1.917
-5.373,6.513
-0.297,3.994
-1.419,5.562
-6.221,6.351
10.345,1.591
-2.151,-3.220
-5.134,5.994
-1.023,1.267
-5.273,2.559
9.713,2.310
-8.050,6.261
-5.950,-8.780
-0.988,3.293
-0.747,1.140
-6.136,-8.788
-5.389,2.705
-2.031,-0.539
-6.515,1.784
-5.667,1.838
-5.274,2.388
-0.398,-0.544
-5.297,6.737
-2.662,-2.394
-1.771,4.443
-0.564,5.251
-4.995,7.089
-8.767,4.448
-1.931,-3.353
-8.411,4.938
-9.408,3.883
-1.771,-1.561
-5.874,6.952
10.214,7.863
9.159,7.978
-2.277,-3.173
-7.446,4.707
-6.675,2.401
-5.227,6.171
9.553,8.597
-5.507,-9.453
-7.706,5.073
-1.549,3.927
10.172,8.963
-5.643,-9.157
10.130,7.294
-7.396,5.299
-8.416,5.508
-1.576,4.751
9.441,8.997
-8.190,5.538
10.455,7.750
-7.964,5.583
-1.134,5.204
-9.142,5.332
-1.412,5.959
-4.871,1.777
-0.931,4.844
-5.920,1.645
0.042,3.959
9.326,1.415
-0.803,3.671
-1.186,1.805
-0.265,0.627
9.769,2.045
-1.961,2.833
-4.524,2.305
-1.459,5.284
9.023,7.306
9.196,2.724
-6.567,5.989
-2.094,-3.070
-1.062,-0.079
10.424,1.716
9.098,8.258
9.176,1.513
9.963,2.954
-4.945,6.271
-4.928,-10.197
-1.269,4.824
-0.382,1.494
-5.771,-9.771
-1.276,5.083
-1.568,3.989
-5.586,-9.779
-8.712,4.932
9.955,7.561
10.535,8.078
10.217,8.792
-2.221,-3.845
8.602,1.192
-1.224,0.861
8.778,2.264
-5.455,-9.277
-7.944,5.655
-1.506,-3.344
-6.547,2.531
-5.784,5.955
-7.282,5.685
9.592,2.492
-1.985,-3.153
-8.281,5.775
-1.388,-2.758
-2.424,4.794
8.846,7.590
-0.643,3.993
8.078,7.419
-4.109,2.443
-5.796,-10.847
-0.848,-2.183
-1.710,0.017
-8.315,5.405
-8.114,4.161
-1.597,-2.346
-9.667,5.243
-1.965,4.548
-4.479,6.707
0.408,4.267
9.156,8.135
-1.334,0.367
9.838,2.259
-1.773,4.861
-6.357,2.453
-1.101,3.486
-5.132,-9.416
0.022,3.726
-0.227,3.190
-0.300,3.082
-5.331,6.170
-1.272,4.184
-2.262,-0.417
-7.972,5.014
-7.568,5.929
0.022,5.975
-6.303,-10.070
-0.887,3.521
9.098,1.622
-6.095,4.819
-6.315,1.292
-5.948,1.665
-1.742,-2.974
-1.340,5.588
9.662,1.791
-0.384,4.879
-6.173,2.517
-0.887,3.399
-5.858,1.634
-6.255,1.043
-4.671,-9.483
-6.221,2.468
-5.620,2.825
-0.951,5.253
-1.709,3.602
-5.502,-10.670
-6.220,-9.769
-5.723,6.826
-1.606,-2.622
9.963,8.153
-5.443,1.811
-1.628,5.220
-5.773,-9.087
-0.808,0.837
-7.864,3.967
-2.371,0.103
-5.675,2.861
9.795,7.671
-1.327,0.331
-5.474,6.249
-8.559,5.565
-0.465,4.841
10.029,1.214
9.562,7.769
-0.997,5.668
-2.440,-3.103
-1.136,3.570
9.958,8.285
7.806,7.535
-1.831,-3.527
-4.777,1.494
-6.143,1.626
9.636,7.864
-1.765,3.837
-1.068,4.680
10.659,8.711
-8.082,4.264
-1.565,4.742
-5.584,1.113
-1.832,-3.463
10.384,8.683
-1.916,4.981
9.352,0.806
-5.812,2.875
-1.672,4.595
-2.130,-1.719
10.694,7.580
-1.640,3.514
-0.439,3.156
-7.612,4.439
-0.277,3.503
-1.360,4.011
-2.071,-3.687
0.022,4.358
-5.131,7.061
-0.904,3.667
-5.670,-10.713
-1.504,-3.177
8.634,2.304
-5.790,5.941
-4.781,6.946
-0.566,5.507
-0.506,-3.115
9.714,2.168
-1.099,5.263
-4.117,-9.926
-6.230,1.140
9.938,8.877
-1.167,-1.719
-4.769,6.008
-4.389,2.094
-8.408,5.141
8.782,1.792
-4.047,5.949
-7.222,5.594
-4.658,-9.217
-4.811,5.478
-5.948,-10.426
-7.975,4.911
-5.960,-9.725
9.468,0.634
-4.939,6.005
-4.734,2.689
-1.033,0.149
-7.963,4.659
9.759,7.621
-5.253,0.576
-0.324,4.107
9.590,7.755
-2.115,-0.642
-1.172,4.832
-4.284,-9.970
10.065,2.902
-7.364,5.040
-0.819,3.982
-5.314,5.560
-8.255,4.994
-0.666,2.539
-4.645,6.648
-1.080,4.163
-1.258,-2.790
-1.598,4.313
9.908,1.509
-5.026,-8.793
-7.218,4.896
9.362,7.382
-9.361,5.177
-0.968,-2.801
-1.577,0.569
10.286,0.984
-0.938,3.101
9.428,7.809
-5.432,-9.720
-1.301,-0.118
-4.763,6.500
-0.594,-0.123
-5.302,6.462
8.963,2.734
-5.303,6.238
-0.914,3.775
-8.464,5.382
-0.741,4.842
-6.287,1.111
-0.784,4.942
-1.516,1.267
-2.037,1.017
9.736,8.499
-6.150,1.889
-2.253,0.592
10.336,1.682
-0.627,5.813
9.865,8.152
-5.477,-10.120
10.441,9.069
-8.015,4.812
-4.699,6.440
-5.070,-8.202
-6.141,5.691
-2.339,5.981
-5.088,5.590
-5.460,2.060
-2.324,0.400
-6.189,-8.777
-5.434,6.747
-4.688,7.342
-0.319,4.562
-5.864,-9.230
-4.667,2.280
-1.303,3.611
-8.596,5.715
-1.554,0.259
-7.773,4.361
-4.130,6.137
-4.994,-9.018
-5.821,-10.039
9.434,2.199
8.544,1.850
-1.769,0.896
-1.119,3.459
-1.011,4.594
-8.440,4.380
-5.945,-8.614
-1.343,2.640
-1.141,-0.490
10.846,7.900
10.547,2.115
-0.238,3.155
0.383,4.064
-1.440,-3.014
-5.852,6.309
-5.647,6.919
-5.564,7.135
8.781,7.955
-8.057,4.667
-1.588,3.722
-0.641,-3.171
-4.858,2.796
-6.058,1.942
-1.394,-3.114
-1.031,1.190
-5.104,1.400
-9.782,3.966
-4.842,5.744
-6.233,-9.189
-1.591,-2.642
-1.129,5.123
9.754,7.267
-5.120,1.918
-5.938,-9.207
-2.041,0.501
-5.632,-9.491
-1.224,4.064
10.350,1.804
-0.942,2.821
-4.043,7.706
-0.641,3.951
-1.073,1.169
-5.065,6.257
-1.239,4.471
-6.202,-9.901
-8.293,4.223
-2.623,-2.474
-4.540,-9.399
-1.547,5.040
-6.658,-8.906
-2.112,-2.482
-2.396,-2.466
-5.190,6.155
9.687,7.966
-1.104,0.055
-0.960,0.688
-0.262,4.955
-1.601,3.684
9.710,1.326
10.787,8.425
-7.301,5.382
10.193,1.097
0.156,2.485
10.488,1.279
9.882,8.211
-0.034,3.874
-5.028,1.824
-5.489,-9.533
-1.387,5.052
9.360,7.817
-6.180,-8.925
-5.239,6.649
-2.234,0.164
9.726,8.079
-1.504,3.686
-0.092,-4.311
-4.720,3.033
10.563,7.755
10.127,1.959
-7.407,4.780
-8.099,5.764
-0.053,3.176
9.498,7.824
-5.314,1.975
9.962,8.032
-5.425,2.470
-7.936,6.262
9.128,1.404
-5.664,6.670
9.826,8.212
10.546,7.649
0.023,5.084
-0.780,5.076
9.315,1.860
9.454,8.050
0.200,3.320
-6.466,7.277
-0.369,4.260
-0.235,-0.052
-8.084,4.434
10.401,0.897
-0.435,3.800
9.589,1.070
10.500,7.092
-5.571,-10.582
-1.726,-4.515
-1.619,0.681
-7.220,1.741
-0.729,5.210
10.323,1.884
9.565,8.412
-1.945,-2.414
-5.080,6.388
-5.777,2.134
-2.521,-3.553
-5.356,5.497
-5.398,6.620
-9.110,4.917
-5.521,-9.925
-5.907,-10.462
-7.145,5.617
-2.636,0.344
-0.776,-0.414
-5.095,1.825
-4.951,1.458
0.296,3.981
-6.027,-9.840
-0.924,-3.579
-4.615,-10.216
-5.150,6.296
-0.932,5.878
-6.391,-10.003
-5.856,-8.922
10.974,1.625
-0.393,3.902
-2.013,-2.651
9.686,7.533
-6.080,2.668
-2.203,-0.389
-7.528,6.164
-8.188,4.778
9.170,1.037
-5.896,2.254
-5.130,6.320
-4.520,1.890
-8.620,5.323
-0.565,4.955
-6.397,-9.611
-1.846,-3.030
-7.597,5.604
-7.579,4.561
-1.031,-3.139
-8.122,4.802
-5.486,7.301
-1.627,-3.364
-0.958,-3.082
-5.550,-8.941
9.585,1.709
-8.702,5.623
-0.801,3.682
-0.544,3.341
-5.310,2.003
-1.053,-2.567
-2.817,-3.165
10.298,1.582
-4.865,6.255
-6.433,3.549
9.138,0.262
-3.592,7.318
-0.623,2.054
9.641,1.649
-1.630,-2.577
-5.460,-8.635
-1.191,0.965
-8.195,5.420
-0.943,4.153
9.717,8.098
-4.602,7.081
-1.331,-1.689
-2.159,-2.768
-6.170,2.640
-5.210,7.095
-5.577,-8.908
10.004,0.645
9.805,8.093
10.251,7.887
-1.346,5.184
-7.334,5.653
-5.957,-9.534
-8.028,4.884
0.723,4.575
0.293,3.185
-8.690,5.384
-6.328,6.129
-0.667,4.014
-5.525,6.634
-1.057,4.729
-5.054,0.886
-1.928,-3.311
-5.668,2.331
-0.991,4.758
9.393,0.931
-0.745,3.700
9.310,8.725
10.184,8.909
9.915,8.240
-1.618,5.105
-1.947,0.420
-1.916,1.406
-0.956,4.822
-5.838,-9.072
-4.654,5.635
-1.451,0.293
-7.163,4.509
-1.482,6.139
-1.579,5.231
-1.175,4.661
-8.597,4.633
-5.481,6.540
-5.590,1.629
-5.373,2.521
-5.095,-9.636
9.454,1.449
-1.037,4.037
-4.822,6.526
-5.590,6.285
-8.737,4.624
-9.066,4.919
-0.403,2.799
-6.024,-8.735
-6.999,5.185
-1.288,3.370
-1.223,1.033
-4.760,6.508
-5.270,6.313
0.001,3.224
-2.253,-3.516
-2.234,0.782
-5.787,-8.592
9.679,1.386
10.176,7.900
-5.181,6.625
-5.907,-9.939
-5.192,2.891
-1.141,0.512
-5.272,-9.224
9.504,8.901
-2.183,5.386
8.758,2.008
10.117,7.938
10.017,2.370
-1.139,0.625
-2.600,0.077
-4.314,5.138
10.334,8.055
-5.273,2.108
-2.574,-2.997
-6.946,1.430
-0.921,0.667
10.215,1.069
-0.318,4.269
-8.225,5.953
-1.794,-3.844
-5.002,2.499
-6.536,5.433
-9.190,5.743
-9.467,4.794
9.681,7.961
-2.639,-3.839
9.523,7.646
-1.522,-2.997
-4.481,6.274
9.632,1.628
-1.230,4.620
9.939,8.184
9.623,7.663
-8.517,5.418
-8.081,5.904
10.833,8.686
10.036,6.621
9.891,1.000
9.144,1.838
9.387,8.230
9.982,9.186
-1.716,5.730
-5.605,1.741
-1.231,0.272
9.926,1.281
9.819,8.783
9.588,2.151
-0.929,-0.441
9.142,8.420
-1.428,0.839
-5.158,-10.045
-7.835,4.184
-7.956,5.389
-5.198,-8.900
-4.315,6.011
-6.160,-10.251
10.229,7.621
-6.904,0.977
-5.741,2.089
8.770,0.407
-5.164,-9.685
-8.752,4.760
-1.069,-2.818
-2.043,-2.846
-4.220,5.457
-4.926,5.181
-1.578,-3.102
10.049,7.631
-1.155,5.111
-1.238,4.530
-3.330,7.309
-0.494,2.965
10.410,7.741
-2.044,5.745
-0.598,3.413
-0.238,3.729
-2.254,4.626
-4.806,6.197
-7.442,5.203
9.186,8.471
9.716,7.833
-1.424,-1.608
-1.958,-3.433
-7.932,5.491
-0.753,0.325
-5.373,2.296
-8.586,4.745
-5.596,2.445
-6.956,4.523
-1.206,4.608
10.172,1.668
-5.785,-9.242
-6.045,-9.847
8.840,7.905
8.302,8.306
-1.118,4.643
-1.281,5.083
8.728,9.077
-2.217,-2.259
8.742,1.335
10.367,9.078
-0.603,2.961
-0.026,3.576
-1.506,1.004
-4.944,2.082
-5.026,6.625
-1.277,2.819
-8.834,6.146
-5.996,-9.576
-1.310,4.169
10.490,0.630
-8.120,5.161
10.060,7.129
-6.557,-9.814
-1.323,4.463
-1.590,4.465
-0.997,4.806
-1.758,-3.393
-2.099,1.705
-4.914,5.673
9.805,8.762
-6.501,-9.344
-0.401,-4.059
-7.044,2.007
-4.069,6.974
-5.158,5.905
-6.713,1.855
-1.652,3.843
-0.884,4.165
8.267,1.443
-5.363,6.009
-6.469,2.483
-5.583,7.197
8.704,0.021
-5.170,6.207
-1.331,3.347
-0.506,4.225
-1.078,5.644
-5.899,1.707
9.278,1.270
-1.266,0.644
-0.724,4.118
-5.498,1.987
-0.110,-3.612
-4.676,-9.585
-1.254,-3.959
-1.885,0.259
-0.426,3.356
-2.792,-3.209
-0.352,2.842
-1.399,3.415
-0.279,2.925
-1.164,3.471
-6.526,-9.584
-5.997,2.887
-4.573,7.348
-5.942,7.521
10.472,8.862
-6.534,-9.871
-9.578,5.438
-0.773,3.484
-0.876,3.288
0.141,4.231
-1.385,-3.098
10.988,7.940
-5.011,5.814
-1.543,-3.739
-5.087,1.739
-8.054,5.233
10.704,9.267
-0.777,-3.324
-5.347,-9.422
11.339,8.311
-4.513,5.955
-5.912,5.694
-0.579,3.968
-8.195,4.869
-0.267,4.564
-0.394,1.994
10.124,8.136
8.160,8.546
-5.001,6.573
-0.183,2.607
10.236,8.352
-1.292,0.644
9.132,2.024
-5.678,-10.570
9.799,8.067
-5.639,-11.004
-5.132,5.819
9.262,1.351
-4.672,5.453
-9.169,5.594
-5.813,-9.209
-5.335,6.236
9.760,8.335
-1.027,-2.565
9.032,8.623
8.780,7.991
9.883,8.314
9.624,2.554
-5.272,3.745
-2.010,-3.737
-0.176,-0.478
-8.269,4.969
-4.861,5.699
-1.272,5.387
-4.547,-10.159
